Code,State Code,County Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%),State,Unemployed Rate Category
CN0100100000000,1.0,1.0,"Autauga County, AL",2015.0,25541.0,24206.0,1335.0,5.2,AL,Medium
CN0100300000000,1.0,3.0,"Baldwin County, AL",2015.0,87493.0,82619.0,4874.0,5.6,AL,Medium
CN0100500000000,1.0,5.0,"Barbour County, AL",2015.0,8590.0,7823.0,767.0,8.9,AL,High
CN0100700000000,1.0,7.0,"Bibb County, AL",2015.0,8552.0,7983.0,569.0,6.7,AL,Medium
CN0100900000000,1.0,9.0,"Blount County, AL",2015.0,24416.0,23089.0,1327.0,5.4,AL,Medium
CN0101100000000,1.0,11.0,"Bullock County, AL",2015.0,4765.0,4385.0,380.0,8.0,AL,Medium
CN0101300000000,1.0,13.0,"Butler County, AL",2015.0,9113.0,8417.0,696.0,7.6,AL,Medium
CN0101500000000,1.0,15.0,"Calhoun County, AL",2015.0,45808.0,42566.0,3242.0,7.1,AL,Medium
CN0101700000000,1.0,17.0,"Chambers County, AL",2015.0,14939.0,14031.0,908.0,6.1,AL,Medium
CN0101900000000,1.0,19.0,"Cherokee County, AL",2015.0,11132.0,10521.0,611.0,5.5,AL,Medium
CN0102100000000,1.0,21.0,"Chilton County, AL",2015.0,19089.0,18005.0,1084.0,5.7,AL,Medium
CN0102300000000,1.0,23.0,"Choctaw County, AL",2015.0,4369.0,3969.0,400.0,9.2,AL,High
CN0102500000000,1.0,25.0,"Clarke County, AL",2015.0,7976.0,7036.0,940.0,11.8,AL,High
CN0102700000000,1.0,27.0,"Clay County, AL",2015.0,5535.0,5194.0,341.0,6.2,AL,Medium
CN0102900000000,1.0,29.0,"Cleburne County, AL",2015.0,5664.0,5321.0,343.0,6.1,AL,Medium
CN0103100000000,1.0,31.0,"Coffee County, AL",2015.0,20222.0,19010.0,1212.0,6.0,AL,Medium
CN0103300000000,1.0,33.0,"Colbert County, AL",2015.0,23550.0,21673.0,1877.0,8.0,AL,Medium
CN0103500000000,1.0,35.0,"Conecuh County, AL",2015.0,4671.0,4238.0,433.0,9.3,AL,High
CN0103700000000,1.0,37.0,"Coosa County, AL",2015.0,4416.0,4119.0,297.0,6.7,AL,Medium
CN0103900000000,1.0,39.0,"Covington County, AL",2015.0,15422.0,14314.0,1108.0,7.2,AL,Medium
CN0104100000000,1.0,41.0,"Crenshaw County, AL",2015.0,6339.0,5957.0,382.0,6.0,AL,Medium
CN0104300000000,1.0,43.0,"Cullman County, AL",2015.0,36296.0,34376.0,1920.0,5.3,AL,Medium
CN0104500000000,1.0,45.0,"Dale County, AL",2015.0,19789.0,18524.0,1265.0,6.4,AL,Medium
CN0104700000000,1.0,47.0,"Dallas County, AL",2015.0,15555.0,14056.0,1499.0,9.6,AL,High
CN0104900000000,1.0,49.0,"DeKalb County, AL",2015.0,28700.0,26949.0,1751.0,6.1,AL,Medium
CN0105100000000,1.0,51.0,"Elmore County, AL",2015.0,36655.0,34803.0,1852.0,5.1,AL,Medium
CN0105300000000,1.0,53.0,"Escambia County, AL",2015.0,14564.0,13535.0,1029.0,7.1,AL,Medium
CN0105500000000,1.0,55.0,"Etowah County, AL",2015.0,42586.0,39936.0,2650.0,6.2,AL,Medium
CN0105700000000,1.0,57.0,"Fayette County, AL",2015.0,6406.0,5954.0,452.0,7.1,AL,Medium
CN0105900000000,1.0,59.0,"Franklin County, AL",2015.0,13628.0,12746.0,882.0,6.5,AL,Medium
CN0106100000000,1.0,61.0,"Geneva County, AL",2015.0,10761.0,10120.0,641.0,6.0,AL,Medium
CN0106300000000,1.0,63.0,"Greene County, AL",2015.0,2872.0,2552.0,320.0,11.1,AL,High
CN0106500000000,1.0,65.0,"Hale County, AL",2015.0,6034.0,5562.0,472.0,7.8,AL,Medium
CN0106700000000,1.0,67.0,"Henry County, AL",2015.0,6702.0,6243.0,459.0,6.8,AL,Medium
CN0106900000000,1.0,69.0,"Houston County, AL",2015.0,44440.0,41655.0,2785.0,6.3,AL,Medium
CN0107100000000,1.0,71.0,"Jackson County, AL",2015.0,23407.0,21840.0,1567.0,6.7,AL,Medium
CN0107300000000,1.0,73.0,"Jefferson County, AL",2015.0,310158.0,292165.0,17993.0,5.8,AL,Medium
CN0107500000000,1.0,75.0,"Lamar County, AL",2015.0,5602.0,5246.0,356.0,6.4,AL,Medium
CN0107700000000,1.0,77.0,"Lauderdale County, AL",2015.0,42544.0,39577.0,2967.0,7.0,AL,Medium
CN0107900000000,1.0,79.0,"Lawrence County, AL",2015.0,13642.0,12582.0,1060.0,7.8,AL,Medium
CN0108100000000,1.0,81.0,"Lee County, AL",2015.0,70690.0,66958.0,3732.0,5.3,AL,Medium
CN0108300000000,1.0,83.0,"Limestone County, AL",2015.0,39848.0,37653.0,2195.0,5.5,AL,Medium
CN0108500000000,1.0,85.0,"Lowndes County, AL",2015.0,3819.0,3376.0,443.0,11.6,AL,High
CN0108700000000,1.0,87.0,"Macon County, AL",2015.0,7951.0,7307.0,644.0,8.1,AL,High
CN0108900000000,1.0,89.0,"Madison County, AL",2015.0,170473.0,161071.0,9402.0,5.5,AL,Medium
CN0109100000000,1.0,91.0,"Marengo County, AL",2015.0,7387.0,6820.0,567.0,7.7,AL,Medium
CN0109300000000,1.0,93.0,"Marion County, AL",2015.0,12453.0,11583.0,870.0,7.0,AL,Medium
CN0109500000000,1.0,95.0,"Marshall County, AL",2015.0,40290.0,37944.0,2346.0,5.8,AL,Medium
CN0109700000000,1.0,97.0,"Mobile County, AL",2015.0,186483.0,173586.0,12897.0,6.9,AL,Medium
CN0109900000000,1.0,99.0,"Monroe County, AL",2015.0,7324.0,6583.0,741.0,10.1,AL,High
CN0110100000000,1.0,101.0,"Montgomery County, AL",2015.0,104799.0,98376.0,6423.0,6.1,AL,Medium
CN0110300000000,1.0,103.0,"Morgan County, AL",2015.0,54782.0,51538.0,3244.0,5.9,AL,Medium
CN0110500000000,1.0,105.0,"Perry County, AL",2015.0,3478.0,3129.0,349.0,10.0,AL,High
CN0110700000000,1.0,107.0,"Pickens County, AL",2015.0,7987.0,7445.0,542.0,6.8,AL,Medium
CN0110900000000,1.0,109.0,"Pike County, AL",2015.0,14904.0,13918.0,986.0,6.6,AL,Medium
CN0111100000000,1.0,111.0,"Randolph County, AL",2015.0,9410.0,8852.0,558.0,5.9,AL,Medium
CN0111300000000,1.0,113.0,"Russell County, AL",2015.0,24051.0,22614.0,1437.0,6.0,AL,Medium
CN0111500000000,1.0,115.0,"St. Clair County, AL",2015.0,38470.0,36452.0,2018.0,5.2,AL,Medium
CN0111700000000,1.0,117.0,"Shelby County, AL",2015.0,107932.0,103362.0,4570.0,4.2,AL,Low
CN0111900000000,1.0,119.0,"Sumter County, AL",2015.0,5096.0,4687.0,409.0,8.0,AL,Medium
CN0112100000000,1.0,121.0,"Talladega County, AL",2015.0,35052.0,32736.0,2316.0,6.6,AL,Medium
CN0112300000000,1.0,123.0,"Tallapoosa County, AL",2015.0,18696.0,17550.0,1146.0,6.1,AL,Medium
CN0112500000000,1.0,125.0,"Tuscaloosa County, AL",2015.0,98625.0,93229.0,5396.0,5.5,AL,Medium
CN0112700000000,1.0,127.0,"Walker County, AL",2015.0,25503.0,23650.0,1853.0,7.3,AL,Medium
CN0112900000000,1.0,129.0,"Washington County, AL",2015.0,6685.0,6086.0,599.0,9.0,AL,High
CN0113100000000,1.0,131.0,"Wilcox County, AL",2015.0,2819.0,2404.0,415.0,14.7,AL,High
CN0113300000000,1.0,133.0,"Winston County, AL",2015.0,9354.0,8645.0,709.0,7.6,AL,Medium
CN0201300000000,2.0,13.0,"Aleutians East Borough, AK",2015.0,2472.0,2395.0,77.0,3.1,AK,Low
CN0201600000000,2.0,16.0,"Aleutians West Census Area, AK",2015.0,4060.0,3908.0,152.0,3.7,AK,Low
CN0202000000000,2.0,20.0,"Anchorage Borough/municipality, AK",2015.0,156476.0,148856.0,7620.0,4.9,AK,Medium
CN0205000000000,2.0,50.0,"Bethel Census Area, AK",2015.0,7325.0,6304.0,1021.0,13.9,AK,High
CN0206000000000,2.0,60.0,"Bristol Bay Borough, AK",2015.0,380.0,346.0,34.0,8.9,AK,High
CN0206800000000,2.0,68.0,"Denali Borough, AK",2015.0,1066.0,976.0,90.0,8.4,AK,High
CN0207000000000,2.0,70.0,"Dillingham Census Area, AK",2015.0,2033.0,1843.0,190.0,9.3,AK,High
CN0209000000000,2.0,90.0,"Fairbanks North Star Borough, AK",2015.0,46308.0,43862.0,2446.0,5.3,AK,Medium
CN0210000000000,2.0,100.0,"Haines Borough, AK",2015.0,1083.0,980.0,103.0,9.5,AK,High
CN0210500000000,2.0,105.0,"Hoonah-Angoon Census Area, AK",2015.0,1128.0,962.0,166.0,14.7,AK,High
CN0211000000000,2.0,110.0,"Juneau Borough/city, AK",2015.0,17060.0,16283.0,777.0,4.6,AK,Medium
CN0212200000000,2.0,122.0,"Kenai Peninsula Borough, AK",2015.0,27557.0,25470.0,2087.0,7.6,AK,Medium
CN0213000000000,2.0,130.0,"Ketchikan Gateway Borough, AK",2015.0,6944.0,6482.0,462.0,6.7,AK,Medium
CN0215000000000,2.0,150.0,"Kodiak Island Borough, AK",2015.0,6608.0,6300.0,308.0,4.7,AK,Medium
CN0215800000000,2.0,158.0,"Kusilvak Census Area, AK",2015.0,2787.0,2160.0,627.0,22.5,AK,High
CN0216400000000,2.0,164.0,"Lake and Peninsula Borough, AK",2015.0,643.0,565.0,78.0,12.1,AK,High
CN0217000000000,2.0,170.0,"Matanuska-Susitna Borough, AK",2015.0,46057.0,42633.0,3424.0,7.4,AK,Medium
CN0218000000000,2.0,180.0,"Nome Census Area, AK",2015.0,4065.0,3596.0,469.0,11.5,AK,High
CN0218500000000,2.0,185.0,"North Slope Borough, AK",2015.0,4296.0,4059.0,237.0,5.5,AK,Medium
CN0218800000000,2.0,188.0,"Northwest Arctic Borough, AK",2015.0,2893.0,2444.0,449.0,15.5,AK,High
CN0219500000000,2.0,195.0,"Petersburg Borough, AK",2015.0,1490.0,1361.0,129.0,8.7,AK,High
CN0219800000000,2.0,198.0,"Prince of Wales-Hyder Census Area, AK",2015.0,2750.0,2415.0,335.0,12.2,AK,High
CN0222000000000,2.0,220.0,"Sitka Borough/city, AK",2015.0,4591.0,4387.0,204.0,4.4,AK,Low
CN0223000000000,2.0,230.0,"Skagway Municipality, AK",2015.0,808.0,718.0,90.0,11.1,AK,High
CN0224000000000,2.0,240.0,"Southeast Fairbanks Census Area, AK",2015.0,2997.0,2688.0,309.0,10.3,AK,High
CN0226100000000,2.0,261.0,"Valdez-Cordova Census Area, AK",2015.0,4864.0,4456.0,408.0,8.4,AK,High
CN0227500000000,2.0,275.0,"Wrangell Borough/city, AK",2015.0,1028.0,950.0,78.0,7.6,AK,Medium
CN0228200000000,2.0,282.0,"Yakutat Borough/city, AK",2015.0,259.0,237.0,22.0,8.5,AK,High
CN0229000000000,2.0,290.0,"Yukon-Koyukuk Census Area, AK",2015.0,2395.0,1968.0,427.0,17.8,AK,High
CN0400100000000,4.0,1.0,"Apache County, AZ",2015.0,20730.0,17966.0,2764.0,13.3,AZ,High
CN0400300000000,4.0,3.0,"Cochise County, AZ",2015.0,50586.0,46891.0,3695.0,7.3,AZ,Medium
CN0400500000000,4.0,5.0,"Coconino County, AZ",2015.0,73669.0,68861.0,4808.0,6.5,AZ,Medium
CN0400700000000,4.0,7.0,"Gila County, AZ",2015.0,21321.0,19633.0,1688.0,7.9,AZ,Medium
CN0400900000000,4.0,9.0,"Graham County, AZ",2015.0,14590.0,13515.0,1075.0,7.4,AZ,Medium
CN0401100000000,4.0,11.0,"Greenlee County, AZ",2015.0,4068.0,3745.0,323.0,7.9,AZ,Medium
CN0401200000000,4.0,12.0,"La Paz County, AZ",2015.0,8217.0,7602.0,615.0,7.5,AZ,Medium
CN0401300000000,4.0,13.0,"Maricopa County, AZ",2015.0,2033488.0,1928852.0,104636.0,5.1,AZ,Medium
CN0401500000000,4.0,15.0,"Mohave County, AZ",2015.0,80004.0,73633.0,6371.0,8.0,AZ,Medium
CN0401700000000,4.0,17.0,"Navajo County, AZ",2015.0,40931.0,36963.0,3968.0,9.7,AZ,High
CN0401900000000,4.0,19.0,"Pima County, AZ",2015.0,467826.0,442099.0,25727.0,5.5,AZ,Medium
CN0402100000000,4.0,21.0,"Pinal County, AZ",2015.0,158049.0,148079.0,9970.0,6.3,AZ,Medium
CN0402300000000,4.0,23.0,"Santa Cruz County, AZ",2015.0,19986.0,17687.0,2299.0,11.5,AZ,High
CN0402500000000,4.0,25.0,"Yavapai County, AZ",2015.0,96735.0,91286.0,5449.0,5.6,AZ,Medium
CN0402700000000,4.0,27.0,"Yuma County, AZ",2015.0,94249.0,73736.0,20513.0,21.8,AZ,High
CN0500100000000,5.0,1.0,"Arkansas County, AR",2015.0,9534.0,9142.0,392.0,4.1,AR,Low
CN0500300000000,5.0,3.0,"Ashley County, AR",2015.0,8397.0,7771.0,626.0,7.5,AR,Medium
CN0500500000000,5.0,5.0,"Baxter County, AR",2015.0,16288.0,15407.0,881.0,5.4,AR,Medium
CN0500700000000,5.0,7.0,"Benton County, AR",2015.0,122348.0,117802.0,4546.0,3.7,AR,Low
CN0500900000000,5.0,9.0,"Boone County, AR",2015.0,15909.0,15145.0,764.0,4.8,AR,Medium
CN0501100000000,5.0,11.0,"Bradley County, AR",2015.0,4575.0,4314.0,261.0,5.7,AR,Medium
CN0501300000000,5.0,13.0,"Calhoun County, AR",2015.0,2429.0,2300.0,129.0,5.3,AR,Medium
CN0501500000000,5.0,15.0,"Carroll County, AR",2015.0,12711.0,12138.0,573.0,4.5,AR,Low
CN0501700000000,5.0,17.0,"Chicot County, AR",2015.0,3743.0,3408.0,335.0,9.0,AR,High
CN0501900000000,5.0,19.0,"Clark County, AR",2015.0,9663.0,9144.0,519.0,5.4,AR,Medium
CN0502100000000,5.0,21.0,"Clay County, AR",2015.0,6323.0,5911.0,412.0,6.5,AR,Medium
CN0502300000000,5.0,23.0,"Cleburne County, AR",2015.0,9655.0,8996.0,659.0,6.8,AR,Medium
CN0502500000000,5.0,25.0,"Cleveland County, AR",2015.0,3371.0,3184.0,187.0,5.5,AR,Medium
CN0502700000000,5.0,27.0,"Columbia County, AR",2015.0,9599.0,8982.0,617.0,6.4,AR,Medium
CN0502900000000,5.0,29.0,"Conway County, AR",2015.0,8682.0,8161.0,521.0,6.0,AR,Medium
CN0503100000000,5.0,31.0,"Craighead County, AR",2015.0,51214.0,48977.0,2237.0,4.4,AR,Low
CN0503300000000,5.0,33.0,"Crawford County, AR",2015.0,26962.0,25582.0,1380.0,5.1,AR,Medium
CN0503500000000,5.0,35.0,"Crittenden County, AR",2015.0,21503.0,20198.0,1305.0,6.1,AR,Medium
CN0503700000000,5.0,37.0,"Cross County, AR",2015.0,8135.0,7701.0,434.0,5.3,AR,Medium
CN0503900000000,5.0,39.0,"Dallas County, AR",2015.0,2987.0,2782.0,205.0,6.9,AR,Medium
CN0504100000000,5.0,41.0,"Desha County, AR",2015.0,5579.0,5178.0,401.0,7.2,AR,Medium
CN0504300000000,5.0,43.0,"Drew County, AR",2015.0,8115.0,7568.0,547.0,6.7,AR,Medium
CN0504500000000,5.0,45.0,"Faulkner County, AR",2015.0,60161.0,57396.0,2765.0,4.6,AR,Medium
CN0504700000000,5.0,47.0,"Franklin County, AR",2015.0,7442.0,7080.0,362.0,4.9,AR,Medium
CN0504900000000,5.0,49.0,"Fulton County, AR",2015.0,4779.0,4534.0,245.0,5.1,AR,Medium
CN0505100000000,5.0,51.0,"Garland County, AR",2015.0,40111.0,37950.0,2161.0,5.4,AR,Medium
CN0505300000000,5.0,53.0,"Grant County, AR",2015.0,8293.0,7921.0,372.0,4.5,AR,Low
CN0505500000000,5.0,55.0,"Greene County, AR",2015.0,20036.0,19012.0,1024.0,5.1,AR,Medium
CN0505700000000,5.0,57.0,"Hempstead County, AR",2015.0,9965.0,9483.0,482.0,4.8,AR,Medium
CN0505900000000,5.0,59.0,"Hot Spring County, AR",2015.0,14260.0,13552.0,708.0,5.0,AR,Medium
CN0506100000000,5.0,61.0,"Howard County, AR",2015.0,6110.0,5856.0,254.0,4.2,AR,Low
CN0506300000000,5.0,63.0,"Independence County, AR",2015.0,15733.0,14731.0,1002.0,6.4,AR,Medium
CN0506500000000,5.0,65.0,"Izard County, AR",2015.0,4999.0,4673.0,326.0,6.5,AR,Medium
CN0506700000000,5.0,67.0,"Jackson County, AR",2015.0,6212.0,5750.0,462.0,7.4,AR,Medium
CN0506900000000,5.0,69.0,"Jefferson County, AR",2015.0,28882.0,26872.0,2010.0,7.0,AR,Medium
CN0507100000000,5.0,71.0,"Johnson County, AR",2015.0,10446.0,9854.0,592.0,5.7,AR,Medium
CN0507300000000,5.0,73.0,"Lafayette County, AR",2015.0,2658.0,2461.0,197.0,7.4,AR,Medium
CN0507500000000,5.0,75.0,"Lawrence County, AR",2015.0,7075.0,6655.0,420.0,5.9,AR,Medium
CN0507700000000,5.0,77.0,"Lee County, AR",2015.0,3194.0,2984.0,210.0,6.6,AR,Medium
CN0507900000000,5.0,79.0,"Lincoln County, AR",2015.0,4143.0,3892.0,251.0,6.1,AR,Medium
CN0508100000000,5.0,81.0,"Little River County, AR",2015.0,5617.0,5315.0,302.0,5.4,AR,Medium
CN0508300000000,5.0,83.0,"Logan County, AR",2015.0,9204.0,8682.0,522.0,5.7,AR,Medium
CN0508500000000,5.0,85.0,"Lonoke County, AR",2015.0,33138.0,31769.0,1369.0,4.1,AR,Low
CN0508700000000,5.0,87.0,"Madison County, AR",2015.0,7113.0,6843.0,270.0,3.8,AR,Low
CN0508900000000,5.0,89.0,"Marion County, AR",2015.0,6552.0,6217.0,335.0,5.1,AR,Medium
CN0509100000000,5.0,91.0,"Miller County, AR",2015.0,19993.0,19007.0,986.0,4.9,AR,Medium
CN0509300000000,5.0,93.0,"Mississippi County, AR",2015.0,18412.0,16774.0,1638.0,8.9,AR,High
CN0509500000000,5.0,95.0,"Monroe County, AR",2015.0,2986.0,2808.0,178.0,6.0,AR,Medium
CN0509700000000,5.0,97.0,"Montgomery County, AR",2015.0,3271.0,3054.0,217.0,6.6,AR,Medium
CN0509900000000,5.0,99.0,"Nevada County, AR",2015.0,3675.0,3495.0,180.0,4.9,AR,Medium
CN0510100000000,5.0,101.0,"Newton County, AR",2015.0,3409.0,3246.0,163.0,4.8,AR,Medium
CN0510300000000,5.0,103.0,"Ouachita County, AR",2015.0,9977.0,9357.0,620.0,6.2,AR,Medium
CN0510500000000,5.0,105.0,"Perry County, AR",2015.0,4218.0,3963.0,255.0,6.0,AR,Medium
CN0510700000000,5.0,107.0,"Phillips County, AR",2015.0,7023.0,6498.0,525.0,7.5,AR,Medium
CN0510900000000,5.0,109.0,"Pike County, AR",2015.0,4231.0,3987.0,244.0,5.8,AR,Medium
CN0511100000000,5.0,111.0,"Poinsett County, AR",2015.0,10105.0,9548.0,557.0,5.5,AR,Medium
CN0511300000000,5.0,113.0,"Polk County, AR",2015.0,8362.0,7887.0,475.0,5.7,AR,Medium
CN0511500000000,5.0,115.0,"Pope County, AR",2015.0,29886.0,28333.0,1553.0,5.2,AR,Medium
CN0511700000000,5.0,117.0,"Prairie County, AR",2015.0,3744.0,3571.0,173.0,4.6,AR,Medium
CN0511900000000,5.0,119.0,"Pulaski County, AR",2015.0,186837.0,178413.0,8424.0,4.5,AR,Low
CN0512100000000,5.0,121.0,"Randolph County, AR",2015.0,6209.0,5772.0,437.0,7.0,AR,Medium
CN0512300000000,5.0,123.0,"St. Francis County, AR",2015.0,8992.0,8351.0,641.0,7.1,AR,Medium
CN0512500000000,5.0,125.0,"Saline County, AR",2015.0,56229.0,53970.0,2259.0,4.0,AR,Low
CN0512700000000,5.0,127.0,"Scott County, AR",2015.0,4546.0,4333.0,213.0,4.7,AR,Medium
CN0512900000000,5.0,129.0,"Searcy County, AR",2015.0,3039.0,2870.0,169.0,5.6,AR,Medium
CN0513100000000,5.0,131.0,"Sebastian County, AR",2015.0,57971.0,55224.0,2747.0,4.7,AR,Medium
CN0513300000000,5.0,133.0,"Sevier County, AR",2015.0,5688.0,5348.0,340.0,6.0,AR,Medium
CN0513500000000,5.0,135.0,"Sharp County, AR",2015.0,6028.0,5618.0,410.0,6.8,AR,Medium
CN0513700000000,5.0,137.0,"Stone County, AR",2015.0,4723.0,4432.0,291.0,6.2,AR,Medium
CN0513900000000,5.0,139.0,"Union County, AR",2015.0,16999.0,15973.0,1026.0,6.0,AR,Medium
CN0514100000000,5.0,141.0,"Van Buren County, AR",2015.0,6453.0,6026.0,427.0,6.6,AR,Medium
CN0514300000000,5.0,143.0,"Washington County, AR",2015.0,115733.0,111702.0,4031.0,3.5,AR,Low
CN0514500000000,5.0,145.0,"White County, AR",2015.0,34681.0,32557.0,2124.0,6.1,AR,Medium
CN0514700000000,5.0,147.0,"Woodruff County, AR",2015.0,3043.0,2851.0,192.0,6.3,AR,Medium
CN0514900000000,5.0,149.0,"Yell County, AR",2015.0,9001.0,8551.0,450.0,5.0,AR,Medium
CN0600100000000,6.0,1.0,"Alameda County, CA",2015.0,819008.0,779897.0,39111.0,4.8,CA,Medium
CN0600300000000,6.0,3.0,"Alpine County, CA",2015.0,549.0,508.0,41.0,7.5,CA,Medium
CN0600500000000,6.0,5.0,"Amador County, CA",2015.0,14317.0,13366.0,951.0,6.6,CA,Medium
CN0600700000000,6.0,7.0,"Butte County, CA",2015.0,101066.0,93766.0,7300.0,7.2,CA,Medium
CN0600900000000,6.0,9.0,"Calaveras County, CA",2015.0,20549.0,19231.0,1318.0,6.4,CA,Medium
CN0601100000000,6.0,11.0,"Colusa County, CA",2015.0,11051.0,9342.0,1709.0,15.5,CA,High
CN0601300000000,6.0,13.0,"Contra Costa County, CA",2015.0,544617.0,517048.0,27569.0,5.1,CA,Medium
CN0601500000000,6.0,15.0,"Del Norte County, CA",2015.0,9856.0,9009.0,847.0,8.6,CA,High
CN0601700000000,6.0,17.0,"El Dorado County, CA",2015.0,87892.0,82840.0,5052.0,5.7,CA,Medium
CN0601900000000,6.0,19.0,"Fresno County, CA",2015.0,440308.0,395174.0,45134.0,10.3,CA,High
CN0602100000000,6.0,21.0,"Glenn County, CA",2015.0,12964.0,11827.0,1137.0,8.8,CA,High
CN0602300000000,6.0,23.0,"Humboldt County, CA",2015.0,62290.0,58782.0,3508.0,5.6,CA,Medium
CN0602500000000,6.0,25.0,"Imperial County, CA",2015.0,76750.0,57864.0,18886.0,24.6,CA,High
CN0602700000000,6.0,27.0,"Inyo County, CA",2015.0,9081.0,8552.0,529.0,5.8,CA,Medium
CN0602900000000,6.0,29.0,"Kern County, CA",2015.0,390138.0,350050.0,40088.0,10.3,CA,High
CN0603100000000,6.0,31.0,"Kings County, CA",2015.0,57729.0,51628.0,6101.0,10.6,CA,High
CN0603300000000,6.0,33.0,"Lake County, CA",2015.0,29006.0,26790.0,2216.0,7.6,CA,Medium
CN0603500000000,6.0,35.0,"Lassen County, CA",2015.0,10760.0,9978.0,782.0,7.3,CA,Medium
CN0603700000000,6.0,37.0,"Los Angeles County, CA",2015.0,4973756.0,4641054.0,332702.0,6.7,CA,Medium
CN0603900000000,6.0,39.0,"Madera County, CA",2015.0,59807.0,53480.0,6327.0,10.6,CA,High
CN0604100000000,6.0,41.0,"Marin County, CA",2015.0,138677.0,133718.0,4959.0,3.6,CA,Low
CN0604300000000,6.0,43.0,"Mariposa County, CA",2015.0,8011.0,7436.0,575.0,7.2,CA,Medium
CN0604500000000,6.0,45.0,"Mendocino County, CA",2015.0,39831.0,37500.0,2331.0,5.9,CA,Medium
CN0604700000000,6.0,47.0,"Merced County, CA",2015.0,114061.0,101031.0,13030.0,11.4,CA,High
CN0604900000000,6.0,49.0,"Modoc County, CA",2015.0,3303.0,3019.0,284.0,8.6,CA,High
CN0605100000000,6.0,51.0,"Mono County, CA",2015.0,8239.0,7731.0,508.0,6.2,CA,Medium
CN0605300000000,6.0,53.0,"Monterey County, CA",2015.0,218274.0,200452.0,17822.0,8.2,CA,High
CN0605500000000,6.0,55.0,"Napa County, CA",2015.0,73717.0,70290.0,3427.0,4.6,CA,Medium
CN0605700000000,6.0,57.0,"Nevada County, CA",2015.0,48006.0,45388.0,2618.0,5.5,CA,Medium
CN0605900000000,6.0,59.0,"Orange County, CA",2015.0,1584296.0,1513060.0,71236.0,4.5,CA,Low
CN0606100000000,6.0,61.0,"Placer County, CA",2015.0,176339.0,167367.0,8972.0,5.1,CA,Medium
CN0606300000000,6.0,63.0,"Plumas County, CA",2015.0,7891.0,7076.0,815.0,10.3,CA,High
CN0606500000000,6.0,65.0,"Riverside County, CA",2015.0,1033458.0,963825.0,69633.0,6.7,CA,Medium
CN0606700000000,6.0,67.0,"Sacramento County, CA",2015.0,684577.0,643295.0,41282.0,6.0,CA,Medium
CN0606900000000,6.0,69.0,"San Benito County, CA",2015.0,29759.0,27495.0,2264.0,7.6,CA,Medium
CN0607100000000,6.0,71.0,"San Bernardino County, CA",2015.0,919308.0,859733.0,59575.0,6.5,CA,Medium
CN0607300000000,6.0,73.0,"San Diego County, CA",2015.0,1548794.0,1467686.0,81108.0,5.2,CA,Medium
CN0607500000000,6.0,75.0,"San Francisco County/city, CA",2015.0,541414.0,521569.0,19845.0,3.7,CA,Low
CN0607700000000,6.0,77.0,"San Joaquin County, CA",2015.0,314401.0,286281.0,28120.0,8.9,CA,High
CN0607900000000,6.0,79.0,"San Luis Obispo County, CA",2015.0,138913.0,132302.0,6611.0,4.8,CA,Medium
CN0608100000000,6.0,81.0,"San Mateo County, CA",2015.0,434234.0,419310.0,14924.0,3.4,CA,Low
CN0608300000000,6.0,83.0,"Santa Barbara County, CA",2015.0,217158.0,205591.0,11567.0,5.3,CA,Medium
CN0608500000000,6.0,85.0,"Santa Clara County, CA",2015.0,1012215.0,969950.0,42265.0,4.2,CA,Low
CN0608700000000,6.0,87.0,"Santa Cruz County, CA",2015.0,143227.0,132434.0,10793.0,7.5,CA,Medium
CN0608900000000,6.0,89.0,"Shasta County, CA",2015.0,74122.0,68325.0,5797.0,7.8,CA,Medium
CN0609100000000,6.0,91.0,"Sierra County, CA",2015.0,1362.0,1242.0,120.0,8.8,CA,High
CN0609300000000,6.0,93.0,"Siskiyou County, CA",2015.0,17884.0,16199.0,1685.0,9.4,CA,High
CN0609500000000,6.0,95.0,"Solano County, CA",2015.0,204869.0,192237.0,12632.0,6.2,CA,Medium
CN0609700000000,6.0,97.0,"Sonoma County, CA",2015.0,257659.0,246028.0,11631.0,4.5,CA,Low
CN0609900000000,6.0,99.0,"Stanislaus County, CA",2015.0,240986.0,217971.0,23015.0,9.6,CA,High
CN0610100000000,6.0,101.0,"Sutter County, CA",2015.0,44734.0,39925.0,4809.0,10.8,CA,High
CN0610300000000,6.0,103.0,"Tehama County, CA",2015.0,25019.0,23029.0,1990.0,8.0,CA,Medium
CN0610500000000,6.0,105.0,"Trinity County, CA",2015.0,5141.0,4739.0,402.0,7.8,CA,Medium
CN0610700000000,6.0,107.0,"Tulare County, CA",2015.0,202126.0,178491.0,23635.0,11.7,CA,High
CN0610900000000,6.0,109.0,"Tuolumne County, CA",2015.0,21532.0,20005.0,1527.0,7.1,CA,Medium
CN0611100000000,6.0,111.0,"Ventura County, CA",2015.0,427235.0,402977.0,24258.0,5.7,CA,Medium
CN0611300000000,6.0,113.0,"Yolo County, CA",2015.0,104154.0,97384.0,6770.0,6.5,CA,Medium
CN0611500000000,6.0,115.0,"Yuba County, CA",2015.0,27726.0,25135.0,2591.0,9.3,CA,High
CN0800100000000,8.0,1.0,"Adams County, CO",2015.0,247743.0,237372.0,10371.0,4.2,CO,Low
